Country,Sector,Year,Gas,Sample group,Break type,Coefficient,Target p-value,Standard Error,T-stat,P-value
Netherlands,Other product manufacture,2006,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD,negative,-0.764,0.001,0.051,-14.879,0.000
Netherlands,Other product manufacture,2006,"Combined GHGs (CO2, CH4, N2O, f-gases)",EU15,negative,-0.439,0.010,0.030,-14.726,0.000
Netherlands,Other product manufacture,2006,"Combined GHGs (CO2, CH4, N2O, f-gases)",EU15,negative,-0.498,0.001,0.038,-13.080,0.000
Netherlands,Other product manufacture,2007,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD with EU15 effects,negative,-0.481,0.050,0.040,-11.924,0.000
Netherlands,Other product manufacture,2007,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD with EU15 effects,negative,-0.529,0.010,0.046,-11.545,0.000
Netherlands,Other product manufacture,2007,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD with EU15 effects,negative,-0.569,0.001,0.049,-11.586,0.000
Netherlands,Other product manufacture,2007,"Combined GHGs (CO2, CH4, N2O, f-gases)",EU15,negative,-0.243,0.050,0.065,-3.735,0.000
Netherlands,Other product manufacture,2017,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD with EU15 effects,negative,-0.155,0.050,0.048,-3.239,0.001
Netherlands,Other product manufacture,2017,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD with EU15 effects,negative,-0.149,0.010,0.055,-2.729,0.006
Netherlands,Other product manufacture,2017,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD,negative,-0.131,0.050,0.049,-2.644,0.008
Netherlands,Other product manufacture,2020,"Combined GHGs (CO2, CH4, N2O, f-gases)",EU15,negative,-0.171,0.050,0.040,-4.243,0.000
Netherlands,Other product manufacture,2020,"Combined GHGs (CO2, CH4, N2O, f-gases)",EU15,negative,-0.181,0.010,0.045,-4.012,0.000
Netherlands,Petroleum refining,2015,Carbon dioxide (CO2),EU15,negative,0.280,0.050,0.033,8.438,0.000
Netherlands,Petroleum refining,2015,Carbon dioxide (CO2),EU15,negative,0.260,0.010,0.035,7.356,0.000
Netherlands,Petroleum refining,2015,Carbon dioxide (CO2),EU15,negative,0.253,0.001,0.042,6.046,0.000
Netherlands,Petroleum refining,2015,"Combined GHGs (CO2, CH4, N2O, f-gases)",EU15,positive,0.279,0.050,0.033,8.426,0.000
Netherlands,Petroleum refining,2015,"Combined GHGs (CO2, CH4, N2O, f-gases)",EU15,positive,0.260,0.010,0.035,7.349,0.000
Netherlands,Petroleum refining,2015,"Combined GHGs (CO2, CH4, N2O, f-gases)",EU15,positive,0.253,0.001,0.042,6.024,0.000
Netherlands,Railways,2004,Carbon dioxide (CO2),EU15,negative,0.318,0.050,0.052,6.067,0.000
Netherlands,Railways,2004,"Combined GHGs (CO2, CH4, N2O, f-gases)",EU15,positive,0.317,0.050,0.052,6.062,0.000
Netherlands,Railways,2004,Methane (CH4),EU15,negative,0.322,0.050,0.051,6.266,0.000
Netherlands,Road transport,2000,Methane (CH4),EU15,negative,0.151,0.050,0.037,4.127,0.000
Netherlands,Road transport,2005,Methane (CH4),OECD with EU15 effects,positive,0.143,0.050,0.033,4.341,0.000
Netherlands,Road transport,2014,Carbon dioxide (CO2),OECD,negative,-0.117,0.050,0.017,-6.768,0.000
Netherlands,Road transport,2014,Carbon dioxide (CO2),OECD,negative,-0.112,0.010,0.018,-6.083,0.000
Netherlands,Road transport,2014,Carbon dioxide (CO2),OECD,negative,-0.121,0.001,0.022,-5.448,0.000
Netherlands,Road transport,2014,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD,negative,-0.117,0.050,0.017,-6.789,0.000
Netherlands,Road transport,2014,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD,negative,-0.111,0.010,0.018,-6.047,0.000
Netherlands,Road transport,2014,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD,negative,-0.120,0.001,0.022,-5.379,0.000
Netherlands,Solid fuels,2002,Carbon dioxide (CO2),OECD with EU15 effects,positive,1.030,0.050,0.269,3.827,0.000
Netherlands,Solid fuels,2002,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD with EU15 effects,positive,0.793,0.050,0.225,3.522,0.000
New Zealand,Biological treatment - waste,2014,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD with EU15 effects,positive,1.527,0.050,0.104,14.696,0.000
New Zealand,Biological treatment - waste,2014,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD with EU15 effects,positive,1.547,0.010,0.113,13.649,0.000
New Zealand,Biological treatment - waste,2014,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD with EU15 effects,positive,1.417,0.001,0.128,11.071,0.000
New Zealand,Biological treatment - waste,2014,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD,positive,1.478,0.050,0.119,12.436,0.000
New Zealand,Biological treatment - waste,2014,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD,positive,1.565,0.010,0.124,12.614,0.000
New Zealand,Biological treatment - waste,2014,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD,positive,1.574,0.001,0.129,12.218,0.000
New Zealand,Biological treatment - waste,2014,Methane (CH4),OECD with EU15 effects,positive,1.317,0.050,0.098,13.440,0.000
New Zealand,Biological treatment - waste,2014,Methane (CH4),OECD with EU15 effects,positive,1.563,0.010,0.108,14.435,0.000
New Zealand,Biological treatment - waste,2014,Methane (CH4),OECD with EU15 effects,positive,1.547,0.001,0.114,13.543,0.000
New Zealand,Biological treatment - waste,2020,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD,positive,0.481,0.050,0.178,2.703,0.007
New Zealand,Biological treatment - waste,2020,Methane (CH4),OECD with EU15 effects,positive,0.420,0.050,0.146,2.881,0.004
New Zealand,Biomass burning,2007,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD with EU15 effects,positive,0.481,0.050,0.071,6.770,0.000
New Zealand,Biomass burning,2007,Methane (CH4),OECD with EU15 effects,positive,0.481,0.050,0.071,6.770,0.000
New Zealand,Biomass burning,2008,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD,positive,0.485,0.050,0.074,6.579,0.000
New Zealand,Biomass burning,2008,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD,positive,0.452,0.010,0.085,5.338,0.000
New Zealand,Carbonate uses,2017,Carbon dioxide (CO2),OECD with EU15 effects,positive,1.163,0.050,0.167,6.964,0.000
New Zealand,Carbonate uses,2017,Carbon dioxide (CO2),OECD with EU15 effects,positive,0.914,0.010,0.169,5.405,0.000
New Zealand,Carbonate uses,2017,Carbon dioxide (CO2),OECD,negative,0.926,0.050,0.163,5.699,0.000
New Zealand,Carbonate uses,2017,Carbon dioxide (CO2),OECD,negative,0.888,0.010,0.165,5.378,0.000
New Zealand,Carbonate uses,2017,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD with EU15 effects,positive,1.163,0.050,0.167,6.964,0.000
New Zealand,Carbonate uses,2017,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD with EU15 effects,positive,0.914,0.010,0.169,5.405,0.000
New Zealand,Carbonate uses,2017,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD,positive,0.926,0.050,0.163,5.699,0.000
New Zealand,Carbonate uses,2017,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD,positive,0.888,0.010,0.165,5.378,0.000
New Zealand,Chemical industry,2003,Methane (CH4),OECD with EU15 effects,negative,-0.721,0.050,0.091,-7.899,0.000
New Zealand,Chemical industry,2003,Methane (CH4),OECD with EU15 effects,negative,-0.856,0.010,0.100,-8.553,0.000
New Zealand,Chemical industry,2003,Methane (CH4),OECD,negative,-0.735,0.050,0.090,-8.174,0.000
New Zealand,Chemical industry,2003,Methane (CH4),OECD,negative,-0.864,0.010,0.102,-8.488,0.000
New Zealand,Chemical industry,2009,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD,positive,0.531,0.050,0.107,4.971,0.000
New Zealand,Chemical industry,2010,Carbon dioxide (CO2),OECD,negative,0.609,0.050,0.107,5.709,0.000
New Zealand,Chemical industry,2010,Carbon dioxide (CO2),OECD,negative,0.630,0.010,0.108,5.848,0.000
New Zealand,Chemical industry,2010,Carbon dioxide (CO2),OECD,negative,0.572,0.001,0.111,5.172,0.000
New Zealand,Chemical industry,2014,Carbon dioxide (CO2),OECD with EU15 effects,positive,0.755,0.050,0.111,6.791,0.000
New Zealand,Chemical industry,2014,Carbon dioxide (CO2),OECD with EU15 effects,positive,0.815,0.010,0.114,7.161,0.000
New Zealand,Chemical industry,2014,Carbon dioxide (CO2),OECD with EU15 effects,positive,0.782,0.001,0.116,6.750,0.000
New Zealand,Civil aviation,2013,Methane (CH4),OECD with EU15 effects,negative,-0.487,0.050,0.093,-5.238,0.000
New Zealand,Civil aviation,2013,Methane (CH4),OECD with EU15 effects,negative,-0.409,0.010,0.110,-3.702,0.000
New Zealand,Civil aviation,2013,Methane (CH4),OECD,negative,-0.429,0.050,0.101,-4.262,0.000
New Zealand,Direct N2O - managed soils,2002,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD with EU15 effects,positive,0.094,0.050,0.018,5.347,0.000
New Zealand,Direct N2O - managed soils,2002,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD with EU15 effects,positive,0.089,0.010,0.020,4.372,0.000
New Zealand,Direct N2O - managed soils,2002,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD,positive,0.148,0.050,0.018,8.186,0.000
New Zealand,Direct N2O - managed soils,2002,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD,positive,0.146,0.010,0.020,7.448,0.000
New Zealand,Direct N2O - managed soils,2002,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD,positive,0.152,0.001,0.024,6.196,0.000
New Zealand,Electricity and heat,1997,Carbon dioxide (CO2),OECD,negative,0.600,0.050,0.092,6.494,0.000
New Zealand,Electricity and heat,1997,Carbon dioxide (CO2),OECD,negative,0.608,0.010,0.103,5.906,0.000
New Zealand,Electricity and heat,1997,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD,positive,0.587,0.050,0.093,6.294,0.000
New Zealand,Electricity and heat,1997,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD,positive,0.606,0.010,0.103,5.898,0.000
New Zealand,Electricity and heat,1999,Carbon dioxide (CO2),OECD with EU15 effects,positive,0.539,0.050,0.069,7.851,0.000
New Zealand,Electricity and heat,1999,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD with EU15 effects,positive,0.533,0.050,0.068,7.812,0.000
New Zealand,Electricity and heat,2002,Methane (CH4),OECD with EU15 effects,negative,-0.470,0.050,0.057,-8.208,0.000
New Zealand,Electricity and heat,2002,Methane (CH4),OECD with EU15 effects,negative,-0.521,0.010,0.061,-8.549,0.000
New Zealand,Electricity and heat,2002,Methane (CH4),OECD,negative,-0.538,0.050,0.056,-9.664,0.000
New Zealand,Electricity and heat,2002,Methane (CH4),OECD,negative,-0.545,0.010,0.060,-9.153,0.000
New Zealand,Electricity and heat,2002,Methane (CH4),OECD,negative,-0.610,0.001,0.068,-8.927,0.000
New Zealand,Electricity and heat,2010,Carbon dioxide (CO2),OECD with EU15 effects,negative,-0.326,0.050,0.049,-6.597,0.000
New Zealand,Electricity and heat,2010,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD with EU15 effects,negative,-0.327,0.050,0.049,-6.647,0.000
New Zealand,Enteric fermentation,2015,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD with EU15 effects,negative,-0.085,0.050,0.014,-5.859,0.000
New Zealand,Enteric fermentation,2015,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD with EU15 effects,negative,-0.067,0.010,0.017,-3.905,0.000
New Zealand,Enteric fermentation,2015,Methane (CH4),OECD with EU15 effects,negative,-0.085,0.050,0.014,-5.859,0.000
New Zealand,Enteric fermentation,2015,Methane (CH4),OECD with EU15 effects,negative,-0.067,0.010,0.017,-3.905,0.000
New Zealand,Indirect N20 - nitrogen,2014,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD,positive,0.130,0.050,0.024,5.345,0.000
New Zealand,Indirect N20 - nitrogen,2014,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD,positive,0.129,0.010,0.026,4.935,0.000
New Zealand,Indirect N2O  - managed soils,2001,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD with EU15 effects,positive,0.243,0.050,0.030,8.116,0.000
New Zealand,Indirect N2O  - managed soils,2001,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD with EU15 effects,positive,0.342,0.010,0.024,14.123,0.000
New Zealand,Indirect N2O  - managed soils,2001,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD with EU15 effects,positive,0.331,0.001,0.026,12.510,0.000
New Zealand,Indirect N2O  - managed soils,2001,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD,positive,0.355,0.010,0.029,12.385,0.000
New Zealand,Indirect N2O  - managed soils,2002,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD,positive,0.390,0.001,0.028,14.182,0.000
New Zealand,Indirect N2O  - managed soils,2010,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD with EU15 effects,positive,0.078,0.050,0.020,3.905,0.000
New Zealand,Indirect N2O  - managed soils,2010,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD,positive,0.120,0.050,0.020,5.911,0.000
New Zealand,Indirect N2O  - managed soils,2010,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD,positive,0.117,0.010,0.024,4.932,0.000
New Zealand,Indirect N2O - manure,2002,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD with EU15 effects,positive,0.169,0.050,0.015,11.041,0.000
New Zealand,Indirect N2O - manure,2002,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD with EU15 effects,positive,0.172,0.010,0.018,9.565,0.000
New Zealand,Indirect N2O - manure,2002,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD with EU15 effects,positive,0.169,0.001,0.021,8.008,0.000
New Zealand,Indirect N2O - manure,2002,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD,positive,0.184,0.050,0.016,11.727,0.000
New Zealand,Indirect N2O - manure,2002,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD,positive,0.194,0.010,0.018,10.591,0.000
New Zealand,Indirect N2O - manure,2002,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD,positive,0.182,0.001,0.020,9.111,0.000
New Zealand,Liming,2017,Carbon dioxide (CO2),OECD with EU15 effects,positive,0.924,0.050,0.204,4.533,0.000
New Zealand,Liming,2017,Carbon dioxide (CO2),OECD,negative,0.901,0.050,0.206,4.377,0.000
New Zealand,Liming,2017,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD with EU15 effects,positive,0.924,0.050,0.204,4.533,0.000
New Zealand,Liming,2017,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD,positive,0.901,0.050,0.206,4.377,0.000
New Zealand,Manufacturing & construction,2001,Methane (CH4),OECD with EU15 effects,positive,0.241,0.050,0.053,4.581,0.000
New Zealand,Manufacturing & construction,2001,Methane (CH4),OECD,negative,0.284,0.050,0.052,5.453,0.000
New Zealand,Manufacturing & construction,2013,Carbon dioxide (CO2),OECD,negative,0.254,0.050,0.034,7.393,0.000
New Zealand,Manufacturing & construction,2013,Carbon dioxide (CO2),OECD,negative,0.310,0.010,0.037,8.368,0.000
New Zealand,Manufacturing & construction,2013,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD,positive,0.254,0.050,0.034,7.449,0.000
New Zealand,Manufacturing & construction,2013,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD,positive,0.307,0.010,0.037,8.369,0.000
New Zealand,Manufacturing & construction,2014,Carbon dioxide (CO2),OECD with EU15 effects,positive,0.195,0.050,0.036,5.486,0.000
New Zealand,Manufacturing & construction,2014,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD with EU15 effects,positive,0.194,0.050,0.035,5.517,0.000
New Zealand,Manure management,2001,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD with EU15 effects,positive,0.131,0.050,0.018,7.116,0.000
New Zealand,Manure management,2001,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD with EU15 effects,positive,0.142,0.010,0.022,6.365,0.000
New Zealand,Manure management,2001,Methane (CH4),OECD with EU15 effects,positive,0.154,0.050,0.018,8.345,0.000
New Zealand,Manure management,2001,Methane (CH4),OECD with EU15 effects,positive,0.142,0.010,0.022,6.484,0.000
New Zealand,Manure management,2001,Methane (CH4),OECD with EU15 effects,positive,0.155,0.001,0.025,6.180,0.000
New Zealand,Manure management,2002,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD,positive,0.152,0.050,0.019,8.163,0.000
New Zealand,Manure management,2002,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD,positive,0.164,0.010,0.022,7.626,0.000
New Zealand,Manure management,2002,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD,positive,0.247,0.001,0.020,12.285,0.000
New Zealand,Manure management,2003,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD with EU15 effects,positive,0.214,0.001,0.020,10.868,0.000
New Zealand,Manure management,2009,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD with EU15 effects,positive,0.116,0.050,0.015,7.575,0.000
New Zealand,Manure management,2009,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD with EU15 effects,positive,0.134,0.010,0.019,7.234,0.000
New Zealand,Manure management,2009,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD,positive,0.110,0.050,0.016,6.737,0.000
New Zealand,Manure management,2009,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD,positive,0.117,0.010,0.019,6.232,0.000
New Zealand,Manure management,2009,Methane (CH4),OECD with EU15 effects,positive,0.136,0.050,0.015,8.837,0.000
New Zealand,Manure management,2009,Methane (CH4),OECD with EU15 effects,positive,0.131,0.010,0.018,7.182,0.000
New Zealand,Manure management,2009,Methane (CH4),OECD with EU15 effects,positive,0.127,0.001,0.021,6.083,0.000
New Zealand,Non-energy fuel products,2009,Carbon dioxide (CO2),OECD with EU15 effects,positive,0.387,0.050,0.037,10.525,0.000
New Zealand,Non-energy fuel products,2009,Carbon dioxide (CO2),OECD with EU15 effects,positive,0.379,0.010,0.043,8.882,0.000
New Zealand,Non-energy fuel products,2009,Carbon dioxide (CO2),OECD,negative,0.392,0.050,0.035,11.069,0.000
New Zealand,Non-energy fuel products,2009,Carbon dioxide (CO2),OECD,negative,0.389,0.010,0.042,9.188,0.000
New Zealand,Non-energy fuel products,2009,Carbon dioxide (CO2),OECD,negative,0.338,0.001,0.047,7.253,0.000
New Zealand,Non-energy fuel products,2009,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD with EU15 effects,positive,0.387,0.050,0.037,10.525,0.000
New Zealand,Non-energy fuel products,2009,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD with EU15 effects,positive,0.379,0.010,0.043,8.882,0.000
New Zealand,Non-energy fuel products,2009,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD,positive,0.392,0.050,0.035,11.069,0.000
New Zealand,Non-energy fuel products,2009,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD,positive,0.389,0.010,0.042,9.188,0.000
New Zealand,Non-energy fuel products,2009,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD,positive,0.338,0.001,0.047,7.253,0.000
New Zealand,Non-energy fuel products,2019,Carbon dioxide (CO2),OECD with EU15 effects,negative,-0.353,0.050,0.051,-6.970,0.000
New Zealand,Non-energy fuel products,2019,Carbon dioxide (CO2),OECD with EU15 effects,negative,-0.347,0.010,0.059,-5.882,0.000
New Zealand,Non-energy fuel products,2019,Carbon dioxide (CO2),OECD,negative,-0.351,0.050,0.049,-7.119,0.000
New Zealand,Non-energy fuel products,2019,Carbon dioxide (CO2),OECD,negative,-0.341,0.010,0.059,-5.754,0.000
New Zealand,Non-energy fuel products,2019,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD with EU15 effects,negative,-0.353,0.050,0.051,-6.970,0.000
New Zealand,Non-energy fuel products,2019,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD with EU15 effects,negative,-0.347,0.010,0.059,-5.882,0.000
New Zealand,Non-energy fuel products,2019,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD,negative,-0.351,0.050,0.049,-7.119,0.000
New Zealand,Non-energy fuel products,2019,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD,negative,-0.341,0.010,0.059,-5.754,0.000
New Zealand,Oil and natural gas,2007,Carbon dioxide (CO2),OECD,negative,2.451,0.050,0.194,12.610,0.000
New Zealand,Oil and natural gas,2007,Carbon dioxide (CO2),OECD,negative,2.435,0.010,0.202,12.043,0.000
New Zealand,Oil and natural gas,2007,Carbon dioxide (CO2),OECD,negative,2.434,0.001,0.259,9.400,0.000
New Zealand,Oil and natural gas,2008,Carbon dioxide (CO2),OECD with EU15 effects,positive,2.172,0.050,0.202,10.742,0.000
New Zealand,Oil and natural gas,2008,Carbon dioxide (CO2),OECD with EU15 effects,positive,2.376,0.010,0.226,10.502,0.000
New Zealand,Other product manufacture,2007,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD with EU15 effects,negative,-0.612,0.050,0.037,-16.761,0.000
New Zealand,Other product manufacture,2007,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD with EU15 effects,negative,-0.623,0.010,0.041,-15.104,0.000
New Zealand,Other product manufacture,2007,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD with EU15 effects,negative,-0.656,0.001,0.049,-13.289,0.000
New Zealand,Other product manufacture,2007,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD,negative,-0.411,0.050,0.039,-10.497,0.000
New Zealand,Other product manufacture,2007,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD,negative,-0.445,0.010,0.047,-9.497,0.000
New Zealand,Other product manufacture,2007,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD,negative,-0.492,0.001,0.051,-9.603,0.000
New Zealand,Other transportation,2010,Carbon dioxide (CO2),OECD with EU15 effects,negative,-3.926,0.001,0.532,-7.380,0.000
New Zealand,Other transportation,2010,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD with EU15 effects,negative,-3.927,0.001,0.532,-7.381,0.000
New Zealand,Other transportation,2012,Carbon dioxide (CO2),OECD,negative,-5.726,0.010,0.516,-11.090,0.000
New Zealand,Other transportation,2012,Carbon dioxide (CO2),OECD,negative,-5.728,0.001,0.579,-9.898,0.000
New Zealand,Other transportation,2012,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD,negative,-5.727,0.010,0.516,-11.093,0.000
