gas,sample,sector,target p-value,country,year,coef,std.error,t-stat,p-value,break direction
n2o,EU15,Electricity and heat,0.05,Belgium,1999,-0.290,0.060,-4.831,0.000,negative
n2o,EU15,Electricity and heat,0.05,Spain,2008,-0.325,0.050,-6.506,0.000,negative
n2o,EU15,Electricity and heat,0.05,Finland,2001,0.289,0.054,5.383,0.000,positive
n2o,EU15,Electricity and heat,0.05,UnitedKingdom,2016,-0.257,0.053,-4.891,0.000,negative
n2o,EU15,Electricity and heat,0.05,Greece,2013,-0.377,0.058,-6.530,0.000,negative
n2o,EU15,Electricity and heat,0.05,Ireland,2003,-0.476,0.057,-8.319,0.000,negative
n2o,EU15,Electricity and heat,0.05,Italy,2016,-0.227,0.055,-4.125,0.000,negative
n2o,EU15,Electricity and heat,0.05,Luxembourg,2017,0.460,0.092,5.005,0.000,positive
n2o,EU15,Electricity and heat,0.05,Netherlands,2014,0.281,0.045,6.193,0.000,positive
n2o,EU15,Electricity and heat,0.01,Austria,2007,0.577,0.048,12.013,0.000,positive
n2o,EU15,Electricity and heat,0.01,Spain,2008,-0.391,0.051,-7.686,0.000,negative
n2o,EU15,Electricity and heat,0.01,Finland,2001,0.284,0.060,4.733,0.000,positive
n2o,EU15,Electricity and heat,0.01,Greece,2013,-0.363,0.062,-5.891,0.000,negative
n2o,EU15,Electricity and heat,0.01,Ireland,2003,-0.509,0.063,-8.028,0.000,negative
n2o,EU15,Electricity and heat,0.01,Luxembourg,2017,0.502,0.103,4.882,0.000,positive
n2o,EU15,Electricity and heat,0.01,Netherlands,2014,0.328,0.051,6.476,0.000,positive
n2o,EU15,Electricity and heat,0.001,Austria,2007,0.557,0.050,11.152,0.000,positive
n2o,EU15,Electricity and heat,0.001,Spain,2008,-0.393,0.053,-7.437,0.000,negative
n2o,EU15,Electricity and heat,0.001,Greece,2013,-0.382,0.064,-5.948,0.000,negative
n2o,EU15,Electricity and heat,0.001,Ireland,2003,-0.545,0.066,-8.324,0.000,negative
n2o,EU15,Electricity and heat,0.001,Italy,2004,1.003,0.056,17.966,0.000,positive
n2o,EU15,Electricity and heat,0.001,Luxembourg,2018,0.815,0.107,7.613,0.000,positive
n2o,EU15,Electricity and heat,0.001,Netherlands,2014,0.317,0.053,6.008,0.000,positive
n2o,EU15,Incineration of waste,0.05,Austria,2007,-1.010,0.107,-9.477,0.000,negative
n2o,EU15,Incineration of waste,0.05,Austria,2017,-1.001,0.123,-8.120,0.000,negative
n2o,EU15,Incineration of waste,0.05,Belgium,2002,-0.692,0.150,-4.598,0.000,negative
n2o,EU15,Incineration of waste,0.05,Denmark,2002,-0.491,0.110,-4.449,0.000,negative
n2o,EU15,Incineration of waste,0.05,Spain,2000,0.475,0.136,3.485,0.001,positive
n2o,EU15,Incineration of waste,0.05,Finland,2008,0.653,0.142,4.597,0.000,positive
n2o,EU15,Incineration of waste,0.05,Finland,2012,1.079,0.139,7.746,0.000,positive
n2o,EU15,Incineration of waste,0.05,Greece,2005,1.431,0.182,7.851,0.000,positive
n2o,EU15,Incineration of waste,0.05,Ireland,2007,-1.271,0.124,-10.253,0.000,negative
n2o,EU15,Incineration of waste,0.05,Ireland,2014,-0.906,0.150,-6.059,0.000,negative
n2o,EU15,Incineration of waste,0.05,Luxembourg,2002,0.393,0.173,2.272,0.024,positive
n2o,EU15,Incineration of waste,0.05,Netherlands,2019,-0.524,0.243,-2.159,0.032,negative
n2o,EU15,Incineration of waste,0.05,Portugal,2009,-0.447,0.104,-4.315,0.000,negative
n2o,EU15,Incineration of waste,0.01,Austria,2007,-1.419,0.119,-11.963,0.000,negative
n2o,EU15,Incineration of waste,0.01,Spain,2003,0.535,0.139,3.839,0.000,positive
n2o,EU15,Incineration of waste,0.01,Finland,2012,1.576,0.123,12.781,0.000,positive
n2o,EU15,Incineration of waste,0.01,Greece,2005,1.655,0.195,8.477,0.000,positive
n2o,EU15,Incineration of waste,0.01,Ireland,2007,-1.422,0.152,-9.368,0.000,negative
n2o,EU15,Incineration of waste,0.01,Ireland,2014,-0.980,0.189,-5.192,0.000,negative
n2o,EU15,Incineration of waste,0.01,Portugal,2009,-0.441,0.127,-3.458,0.001,negative
n2o,EU15,Incineration of waste,0.01,Sweden,2003,1.407,0.131,10.726,0.000,positive
n2o,EU15,Incineration of waste,0.001,Austria,2007,-1.353,0.145,-9.353,0.000,negative
n2o,EU15,Incineration of waste,0.001,Belgium,2005,-2.376,0.148,-16.021,0.000,negative
n2o,EU15,Incineration of waste,0.001,Finland,2012,1.671,0.149,11.207,0.000,positive
n2o,EU15,Incineration of waste,0.001,Greece,2005,2.524,0.157,16.033,0.000,positive
n2o,EU15,Incineration of waste,0.001,Ireland,2007,-1.446,0.185,-7.800,0.000,negative
n2o,EU15,Incineration of waste,0.001,Ireland,2014,-0.975,0.231,-4.226,0.000,negative
n2o,EU15,Incineration of waste,0.001,Sweden,2003,1.390,0.161,8.658,0.000,positive
n2o,EU15,Indirect N20 - nitrogen,0.05,Austria,2003,0.141,0.016,8.749,0.000,positive
n2o,EU15,Indirect N20 - nitrogen,0.05,Belgium,2010,0.067,0.015,4.573,0.000,positive
n2o,EU15,Indirect N20 - nitrogen,0.05,Germany,2002,-0.064,0.018,-3.595,0.000,negative
n2o,EU15,Indirect N20 - nitrogen,0.05,Denmark,2001,-0.041,0.020,-2.025,0.044,negative
n2o,EU15,Indirect N20 - nitrogen,0.05,Denmark,2012,-0.166,0.016,-10.260,0.000,negative
n2o,EU15,Indirect N20 - nitrogen,0.05,Spain,2004,0.133,0.020,6.604,0.000,positive
n2o,EU15,Indirect N20 - nitrogen,0.05,Finland,2014,0.153,0.017,9.211,0.000,positive
n2o,EU15,Indirect N20 - nitrogen,0.05,UnitedKingdom,2002,-0.094,0.019,-4.954,0.000,negative
n2o,EU15,Indirect N20 - nitrogen,0.05,Greece,2007,0.154,0.029,5.310,0.000,positive
n2o,EU15,Indirect N20 - nitrogen,0.05,Greece,2010,-0.077,0.030,-2.552,0.011,negative
n2o,EU15,Indirect N20 - nitrogen,0.05,Ireland,2010,-0.087,0.020,-4.256,0.000,negative
n2o,EU15,Indirect N20 - nitrogen,0.05,Ireland,2015,-0.098,0.028,-3.550,0.000,negative
n2o,EU15,Indirect N20 - nitrogen,0.05,Netherlands,2014,-0.093,0.016,-5.981,0.000,negative
n2o,EU15,Indirect N20 - nitrogen,0.05,Portugal,2006,-0.037,0.017,-2.171,0.031,negative
n2o,EU15,Indirect N20 - nitrogen,0.05,Portugal,2017,-0.052,0.021,-2.429,0.016,negative
n2o,EU15,Indirect N20 - nitrogen,0.05,Sweden,2001,-0.190,0.020,-9.568,0.000,negative
n2o,EU15,Indirect N20 - nitrogen,0.05,Sweden,2010,0.074,0.018,4.170,0.000,positive
n2o,EU15,Indirect N20 - nitrogen,0.05,Sweden,2020,0.134,0.025,5.417,0.000,positive
n2o,EU15,Indirect N20 - nitrogen,0.01,Austria,2003,0.152,0.017,8.739,0.000,positive
n2o,EU15,Indirect N20 - nitrogen,0.01,Belgium,2010,0.073,0.016,4.561,0.000,positive
n2o,EU15,Indirect N20 - nitrogen,0.01,Germany,2002,-0.058,0.020,-2.909,0.004,negative
n2o,EU15,Indirect N20 - nitrogen,0.01,Denmark,2012,-0.168,0.016,-10.201,0.000,negative
n2o,EU15,Indirect N20 - nitrogen,0.01,Spain,2004,0.131,0.022,5.951,0.000,positive
n2o,EU15,Indirect N20 - nitrogen,0.01,Finland,2014,0.167,0.018,9.334,0.000,positive
n2o,EU15,Indirect N20 - nitrogen,0.01,UnitedKingdom,2002,-0.102,0.021,-4.942,0.000,negative
n2o,EU15,Indirect N20 - nitrogen,0.01,Greece,2006,0.128,0.017,7.446,0.000,positive
n2o,EU15,Indirect N20 - nitrogen,0.01,Ireland,2010,-0.083,0.023,-3.557,0.000,negative
n2o,EU15,Indirect N20 - nitrogen,0.01,Ireland,2015,-0.120,0.029,-4.145,0.000,negative
n2o,EU15,Indirect N20 - nitrogen,0.01,Luxembourg,2004,0.228,0.025,9.208,0.000,positive
n2o,EU15,Indirect N20 - nitrogen,0.01,Luxembourg,2015,-0.212,0.027,-7.722,0.000,negative
n2o,EU15,Indirect N20 - nitrogen,0.01,Netherlands,2014,-0.088,0.017,-5.228,0.000,negative
n2o,EU15,Indirect N20 - nitrogen,0.01,Sweden,2001,-0.186,0.022,-8.644,0.000,negative
n2o,EU15,Indirect N20 - nitrogen,0.01,Sweden,2010,0.073,0.019,3.739,0.000,positive
n2o,EU15,Indirect N20 - nitrogen,0.01,Sweden,2020,0.133,0.027,4.926,0.000,positive
n2o,EU15,Indirect N20 - nitrogen,0.001,Austria,2003,0.149,0.021,7.176,0.000,positive
n2o,EU15,Indirect N20 - nitrogen,0.001,Denmark,2012,-0.188,0.019,-9.737,0.000,negative
n2o,EU15,Indirect N20 - nitrogen,0.001,Spain,2003,0.153,0.028,5.423,0.000,positive
n2o,EU15,Indirect N20 - nitrogen,0.001,Finland,2014,0.165,0.020,8.095,0.000,positive
n2o,EU15,Indirect N20 - nitrogen,0.001,Ireland,2010,-0.141,0.024,-5.870,0.000,negative
n2o,EU15,Indirect N20 - nitrogen,0.001,Luxembourg,2004,0.172,0.029,6.014,0.000,positive
n2o,EU15,Indirect N20 - nitrogen,0.001,Luxembourg,2015,-0.244,0.032,-7.659,0.000,negative
n2o,EU15,Indirect N20 - nitrogen,0.001,Luxembourg,2020,-0.126,0.041,-3.044,0.003,negative
n2o,EU15,Indirect N20 - nitrogen,0.001,Sweden,1999,-0.156,0.027,-5.779,0.000,negative
n2o,EU15,Indirect N20 - nitrogen,0.001,Sweden,2020,0.171,0.031,5.501,0.000,positive
n2o,EU15,Indirect N2O  - managed soils,0.05,Germany,2003,0.092,0.013,6.889,0.000,positive
n2o,EU15,Indirect N2O  - managed soils,0.05,Germany,2018,-0.129,0.015,-8.500,0.000,negative
n2o,EU15,Indirect N2O  - managed soils,0.05,Spain,2002,0.070,0.016,4.422,0.000,positive
n2o,EU15,Indirect N2O  - managed soils,0.05,Finland,2006,-0.062,0.013,-4.858,0.000,negative
n2o,EU15,Indirect N2O  - managed soils,0.05,France,2020,-0.120,0.018,-6.691,0.000,negative
n2o,EU15,Indirect N2O  - managed soils,0.05,UnitedKingdom,1998,-0.075,0.019,-3.882,0.000,negative
n2o,EU15,Indirect N2O  - managed soils,0.05,Greece,2004,-0.090,0.014,-6.614,0.000,negative
n2o,EU15,Indirect N2O  - managed soils,0.05,Netherlands,1998,-0.084,0.018,-4.638,0.000,negative
n2o,EU15,Indirect N2O  - managed soils,0.05,Portugal,2001,-0.092,0.014,-6.553,0.000,negative
n2o,EU15,Indirect N2O  - managed soils,0.05,Sweden,1998,-0.123,0.018,-6.781,0.000,negative
n2o,EU15,Indirect N2O  - managed soils,0.01,Germany,2003,0.092,0.013,6.901,0.000,positive
n2o,EU15,Indirect N2O  - managed soils,0.01,Germany,2018,-0.130,0.015,-8.546,0.000,negative
n2o,EU15,Indirect N2O  - managed soils,0.01,Spain,2002,0.076,0.015,4.991,0.000,positive
n2o,EU15,Indirect N2O  - managed soils,0.01,Spain,2016,0.084,0.013,6.271,0.000,positive
n2o,EU15,Indirect N2O  - managed soils,0.01,Finland,2006,-0.062,0.013,-4.794,0.000,negative
n2o,EU15,Indirect N2O  - managed soils,0.01,France,2020,-0.122,0.018,-6.778,0.000,negative
n2o,EU15,Indirect N2O  - managed soils,0.01,UnitedKingdom,1998,-0.076,0.019,-3.922,0.000,negative
n2o,EU15,Indirect N2O  - managed soils,0.01,Greece,2004,-0.098,0.013,-7.428,0.000,negative
n2o,EU15,Indirect N2O  - managed soils,0.01,Netherlands,1998,-0.084,0.018,-4.634,0.000,negative
n2o,EU15,Indirect N2O  - managed soils,0.01,Portugal,2001,-0.091,0.014,-6.477,0.000,negative
n2o,EU15,Indirect N2O  - managed soils,0.01,Sweden,1998,-0.122,0.018,-6.752,0.000,negative
n2o,EU15,Indirect N2O  - managed soils,0.001,Germany,2003,0.104,0.015,6.929,0.000,positive
n2o,EU15,Indirect N2O  - managed soils,0.001,Germany,2017,-0.107,0.016,-6.601,0.000,negative
n2o,EU15,Indirect N2O  - managed soils,0.001,Spain,2002,0.113,0.016,7.080,0.000,positive
n2o,EU15,Indirect N2O  - managed soils,0.001,Spain,2017,0.093,0.016,5.892,0.000,positive
n2o,EU15,Indirect N2O  - managed soils,0.001,Finland,2006,-0.064,0.014,-4.431,0.000,negative
n2o,EU15,Indirect N2O  - managed soils,0.001,Greece,2004,-0.105,0.014,-7.375,0.000,negative
n2o,EU15,Indirect N2O  - managed soils,0.001,Portugal,2001,-0.087,0.016,-5.496,0.000,negative
n2o,EU15,Indirect N2O  - managed soils,0.001,Sweden,1998,-0.107,0.020,-5.316,0.000,negative
n2o,EU15,Indirect N2O - manure,0.05,Austria,2014,-0.046,0.010,-4.748,0.000,negative
n2o,EU15,Indirect N2O - manure,0.05,Belgium,2003,-0.082,0.010,-7.951,0.000,negative
n2o,EU15,Indirect N2O - manure,0.05,Belgium,2016,-0.049,0.011,-4.501,0.000,negative
n2o,EU15,Indirect N2O - manure,0.05,Denmark,2001,0.075,0.011,6.869,0.000,positive
n2o,EU15,Indirect N2O - manure,0.05,Finland,2007,-0.064,0.010,-6.261,0.000,negative
n2o,EU15,Indirect N2O - manure,0.05,Finland,2017,-0.065,0.012,-5.391,0.000,negative
n2o,EU15,Indirect N2O - manure,0.05,France,2016,-0.046,0.011,-4.314,0.000,negative
n2o,EU15,Indirect N2O - manure,0.05,UnitedKingdom,2001,-0.048,0.014,-3.533,0.000,negative
n2o,EU15,Indirect N2O - manure,0.05,UnitedKingdom,2007,-0.051,0.011,-4.465,0.000,negative
n2o,EU15,Indirect N2O - manure,0.05,Greece,2003,0.063,0.011,5.763,0.000,positive
n2o,EU15,Indirect N2O - manure,0.05,Greece,2014,-0.067,0.013,-5.281,0.000,negative
n2o,EU15,Indirect N2O - manure,0.05,Ireland,2000,0.077,0.013,5.766,0.000,positive
n2o,EU15,Indirect N2O - manure,0.05,Italy,2008,0.036,0.010,3.493,0.001,positive
n2o,EU15,Indirect N2O - manure,0.05,Italy,2018,0.077,0.013,5.839,0.000,positive
n2o,EU15,Indirect N2O - manure,0.05,Netherlands,2002,-0.057,0.013,-4.469,0.000,negative
n2o,EU15,Indirect N2O - manure,0.05,Netherlands,2008,0.087,0.011,7.771,0.000,positive
n2o,EU15,Indirect N2O - manure,0.05,Portugal,2015,0.092,0.012,7.520,0.000,positive
n2o,EU15,Indirect N2O - manure,0.05,Sweden,2009,-0.088,0.010,-9.051,0.000,negative
n2o,EU15,Indirect N2O - manure,0.01,Belgium,2003,-0.091,0.011,-8.572,0.000,negative
n2o,EU15,Indirect N2O - manure,0.01,Denmark,2001,0.084,0.012,7.146,0.000,positive
n2o,EU15,Indirect N2O - manure,0.01,Spain,2003,0.071,0.016,4.342,0.000,positive
n2o,EU15,Indirect N2O - manure,0.01,Spain,2018,0.141,0.013,10.883,0.000,positive
n2o,EU15,Indirect N2O - manure,0.01,Finland,2007,-0.059,0.011,-5.346,0.000,negative
n2o,EU15,Indirect N2O - manure,0.01,Finland,2017,-0.058,0.013,-4.420,0.000,negative
n2o,EU15,Indirect N2O - manure,0.01,France,2016,-0.034,0.011,-2.988,0.003,negative
n2o,EU15,Indirect N2O - manure,0.01,UnitedKingdom,2001,-0.044,0.015,-2.989,0.003,negative
n2o,EU15,Indirect N2O - manure,0.01,UnitedKingdom,2007,-0.044,0.012,-3.529,0.000,negative
n2o,EU15,Indirect N2O - manure,0.01,Greece,2003,0.067,0.012,5.647,0.000,positive
n2o,EU15,Indirect N2O - manure,0.01,Greece,2014,-0.055,0.013,-4.099,0.000,negative
n2o,EU15,Indirect N2O - manure,0.01,Ireland,2000,0.078,0.014,5.365,0.000,positive
n2o,EU15,Indirect N2O - manure,0.01,Italy,2008,0.045,0.011,4.087,0.000,positive
n2o,EU15,Indirect N2O - manure,0.01,Italy,2018,0.085,0.014,6.019,0.000,positive
n2o,EU15,Indirect N2O - manure,0.01,Netherlands,2008,0.065,0.010,6.661,0.000,positive
n2o,EU15,Indirect N2O - manure,0.01,Portugal,2015,0.108,0.012,8.658,0.000,positive
n2o,EU15,Indirect N2O - manure,0.01,Sweden,1999,-0.062,0.015,-4.239,0.000,negative
n2o,EU15,Indirect N2O - manure,0.01,Sweden,2009,-0.081,0.010,-7.734,0.000,negative
n2o,EU15,Indirect N2O - manure,0.001,Belgium,2003,-0.101,0.013,-7.955,0.000,negative
n2o,EU15,Indirect N2O - manure,0.001,Denmark,2002,0.066,0.013,4.982,0.000,positive
n2o,EU15,Indirect N2O - manure,0.001,Spain,2003,0.114,0.016,7.239,0.000,positive
n2o,EU15,Indirect N2O - manure,0.001,Spain,2018,0.152,0.015,9.832,0.000,positive
n2o,EU15,Indirect N2O - manure,0.001,Finland,2007,-0.088,0.012,-7.305,0.000,negative
n2o,EU15,Indirect N2O - manure,0.001,UnitedKingdom,2001,-0.090,0.016,-5.813,0.000,negative
n2o,EU15,Indirect N2O - manure,0.001,Italy,2008,0.049,0.013,3.773,0.000,positive
n2o,EU15,Indirect N2O - manure,0.001,Italy,2018,0.098,0.017,5.878,0.000,positive
n2o,EU15,Indirect N2O - manure,0.001,Portugal,2015,0.113,0.014,8.139,0.000,positive
n2o,EU15,Indirect N2O - manure,0.001,Sweden,2000,-0.097,0.016,-6.179,0.000,negative
n2o,EU15,Indirect N2O - manure,0.001,Sweden,2014,-0.074,0.013,-5.732,0.000,negative
n2o,EU15,Manufacturing & construction,0.05,Austria,2005,0.339,0.033,10.117,0.000,positive
n2o,EU15,Manufacturing & construction,0.05,Belgium,1998,0.242,0.053,4.536,0.000,positive
n2o,EU15,Manufacturing & construction,0.05,Belgium,2002,-0.239,0.042,-5.652,0.000,negative
n2o,EU15,Manufacturing & construction,0.05,Belgium,2010,0.228,0.032,7.208,0.000,positive
n2o,EU15,Manufacturing & construction,0.05,Germany,1999,-0.113,0.050,-2.259,0.025,negative
n2o,EU15,Manufacturing & construction,0.05,Denmark,2013,-0.259,0.039,-6.567,0.000,negative
n2o,EU15,Manufacturing & construction,0.05,Denmark,2017,0.223,0.045,4.998,0.000,positive
n2o,EU15,Manufacturing & construction,0.05,Spain,2017,0.218,0.033,6.624,0.000,positive
n2o,EU15,Manufacturing & construction,0.05,Finland,2014,0.164,0.031,5.246,0.000,positive
n2o,EU15,Manufacturing & construction,0.05,France,2006,-0.095,0.029,-3.237,0.001,negative
n2o,EU15,Manufacturing & construction,0.05,UnitedKingdom,1998,-0.219,0.047,-4.652,0.000,negative
n2o,EU15,Manufacturing & construction,0.05,Greece,2012,-0.095,0.045,-2.122,0.035,negative
n2o,EU15,Manufacturing & construction,0.05,Italy,1998,0.190,0.046,4.086,0.000,positive
n2o,EU15,Manufacturing & construction,0.05,Italy,2014,-0.228,0.035,-6.473,0.000,negative
n2o,EU15,Manufacturing & construction,0.05,Luxembourg,1998,-0.367,0.052,-7.002,0.000,negative
n2o,EU15,Manufacturing & construction,0.05,Luxembourg,2005,0.208,0.043,4.793,0.000,positive
n2o,EU15,Manufacturing & construction,0.05,Portugal,2012,-0.193,0.034,-5.691,0.000,negative
n2o,EU15,Manufacturing & construction,0.01,Austria,2005,0.388,0.036,10.714,0.000,positive
n2o,EU15,Manufacturing & construction,0.01,Belgium,2010,0.174,0.031,5.672,0.000,positive
n2o,EU15,Manufacturing & construction,0.01,Germany,1999,-0.152,0.057,-2.662,0.008,negative
n2o,EU15,Manufacturing & construction,0.01,Germany,2003,0.597,0.046,13.068,0.000,positive
n2o,EU15,Manufacturing & construction,0.01,Spain,2017,0.208,0.037,5.561,0.000,positive
n2o,EU15,Manufacturing & construction,0.01,Finland,2014,0.195,0.034,5.656,0.000,positive
n2o,EU15,Manufacturing & construction,0.01,France,2006,-0.110,0.033,-3.320,0.001,negative
n2o,EU15,Manufacturing & construction,0.01,UnitedKingdom,1998,-0.290,0.053,-5.452,0.000,negative
n2o,EU15,Manufacturing & construction,0.01,Greece,2019,-0.335,0.048,-6.954,0.000,negative
n2o,EU15,Manufacturing & construction,0.01,Ireland,2015,-0.268,0.050,-5.317,0.000,negative
n2o,EU15,Manufacturing & construction,0.01,Italy,2016,-0.159,0.039,-4.134,0.000,negative
n2o,EU15,Manufacturing & construction,0.01,Luxembourg,1998,-0.388,0.059,-6.589,0.000,negative
n2o,EU15,Manufacturing & construction,0.01,Luxembourg,2005,0.323,0.047,6.936,0.000,positive
n2o,EU15,Manufacturing & construction,0.01,Portugal,2012,-0.153,0.036,-4.291,0.000,negative
n2o,EU15,Manufacturing & construction,0.001,Austria,1999,0.325,0.062,5.276,0.000,positive
n2o,EU15,Manufacturing & construction,0.001,Austria,2005,0.365,0.045,8.035,0.000,positive
n2o,EU15,Manufacturing & construction,0.001,Germany,2003,0.531,0.043,12.347,0.000,positive
n2o,EU15,Manufacturing & construction,0.001,Finland,2014,0.229,0.040,5.724,0.000,positive
n2o,EU15,Manufacturing & construction,0.001,UnitedKingdom,1999,-0.275,0.056,-4.912,0.000,negative
n2o,EU15,Manufacturing & construction,0.001,Greece,2003,-0.288,0.043,-6.712,0.000,negative
n2o,EU15,Manufacturing & construction,0.001,Greece,2019,-0.284,0.056,-5.078,0.000,negative
n2o,EU15,Manufacturing & construction,0.001,Ireland,2015,-0.350,0.058,-6.003,0.000,negative
n2o,EU15,Manufacturing & construction,0.001,Luxembourg,2005,0.246,0.055,4.502,0.000,positive
n2o,EU15,Manure management,0.05,Austria,2015,-0.041,0.010,-4.254,0.000,negative
n2o,EU15,Manure management,0.05,Belgium,2003,-0.066,0.010,-6.940,0.000,negative
n2o,EU15,Manure management,0.05,Germany,2008,0.047,0.010,4.847,0.000,positive
n2o,EU15,Manure management,0.05,Denmark,2002,0.044,0.010,4.353,0.000,positive
n2o,EU15,Manure management,0.05,Spain,2003,0.044,0.014,3.054,0.002,positive
n2o,EU15,Manure management,0.05,Finland,2017,-0.076,0.011,-6.969,0.000,negative
n2o,EU15,Manure management,0.05,France,2015,-0.030,0.010,-3.056,0.002,negative
n2o,EU15,Manure management,0.05,UnitedKingdom,2001,-0.066,0.013,-5.028,0.000,negative
n2o,EU15,Manure management,0.05,UnitedKingdom,2007,-0.047,0.011,-4.261,0.000,negative
n2o,EU15,Manure management,0.05,Greece,2004,0.101,0.011,8.793,0.000,positive
n2o,EU15,Manure management,0.05,Greece,2011,-0.031,0.013,-2.310,0.022,negative
n2o,EU15,Manure management,0.05,Greece,2018,-0.068,0.013,-5.062,0.000,negative
n2o,EU15,Manure management,0.05,Ireland,2000,0.044,0.015,3.005,0.003,positive
n2o,EU15,Manure management,0.05,Ireland,2013,0.043,0.013,3.419,0.001,positive
n2o,EU15,Manure management,0.05,Italy,2002,0.053,0.011,4.867,0.000,positive
n2o,EU15,Manure management,0.05,Italy,2018,0.096,0.013,7.185,0.000,positive
n2o,EU15,Manure management,0.05,Netherlands,1998,-0.075,0.014,-5.185,0.000,negative
n2o,EU15,Manure management,0.05,Netherlands,2008,0.084,0.009,8.848,0.000,positive
n2o,EU15,Manure management,0.05,Portugal,2001,-0.114,0.011,-10.256,0.000,negative
n2o,EU15,Manure management,0.05,Portugal,2015,0.093,0.011,8.174,0.000,positive
n2o,EU15,Manure management,0.05,Sweden,2015,-0.081,0.011,-7.315,0.000,negative
n2o,EU15,Manure management,0.01,Belgium,2003,-0.072,0.011,-6.380,0.000,negative
n2o,EU15,Manure management,0.01,Spain,2003,0.058,0.016,3.619,0.000,positive
n2o,EU15,Manure management,0.01,Finland,2017,-0.081,0.013,-6.226,0.000,negative
n2o,EU15,Manure management,0.01,UnitedKingdom,2000,-0.063,0.016,-3.886,0.000,negative
n2o,EU15,Manure management,0.01,UnitedKingdom,2007,-0.055,0.013,-4.263,0.000,negative
n2o,EU15,Manure management,0.01,Greece,2003,0.074,0.012,6.067,0.000,positive
n2o,EU15,Manure management,0.01,Greece,2018,-0.085,0.016,-5.371,0.000,negative
n2o,EU15,Manure management,0.01,Ireland,2000,0.067,0.015,4.407,0.000,positive
n2o,EU15,Manure management,0.01,Ireland,2013,0.044,0.014,3.086,0.002,positive
n2o,EU15,Manure management,0.01,Italy,2018,0.118,0.015,8.073,0.000,positive
n2o,EU15,Manure management,0.01,Netherlands,2008,0.065,0.010,6.302,0.000,positive
n2o,EU15,Manure management,0.01,Portugal,2001,-0.122,0.013,-9.192,0.000,negative
n2o,EU15,Manure management,0.01,Portugal,2015,0.085,0.013,6.328,0.000,positive
n2o,EU15,Manure management,0.01,Sweden,2007,-0.100,0.012,-8.067,0.000,negative
